DPF/FAP filter,Kubikaža,Digitalna klima,Alarm,Vrsta enterijera,price_by_agreement,views,Memorija sjedišta,Klimatizacija,Bluetooth,Emisioni standard,Senzor kiše,Servisna knjiga,Svjetla,Pogon,El. podizači stakala,Masaža sjedišta,Oldtimer,display_price,ABS,Sjedećih mjesta,state,shipping,Boja,Registrovan,Servo volan,El. pomjeranje sjedišta,Tip,Touch screen (ekran),Turbo,Senzor auto. svjetla,USB port,Centralna brava,ESP,Maglenke,Park assist,Muzika/ozvučenje,Komande na volanu,Metalik,Naslon za ruku,Posjeduje gume,Start-Stop sistem,Prilagođen invalidima,Strane tablice,Šiber,Snaga motora (KW),Navigacija,Udaren,price,Parking kamera,Parking senzori,Konjskih snaga,Hlađenje sjedišta,Auto kuka,Head up display,Zaštita/Blokada,model_id,Garancija,Broj prethodnih vlasnika,Hill assist,Transmisija,brand,Car play,free_delivery,ISOFIX,Registrovan do,Broj stepeni prijenosa,Airbag,Panorama krov,Grijanje sjedišta,Tempomat,Senzor mrtvog ugla,Alu felge,Kilometraža,Rolo zavjese,Ocarinjen,model,Gorivo,Daljinsko otključavanje,Električni retrovizori,Godište,Broj vrata
False,1.6,False,False,Ostalo,False,158,False,Jednozonska,False,Euro 5,False,False,LED,Prednji,False,False,False,True,False,5,used,no_shipping,Crna,False,False,False,Limuzina,False,False,False,False,False,False,False,False,Ostalo,False,False,False,Ostalo,False,False,False,False,77.0,False,False,12450.0,Nema,Nema,140.0,False,False,False,Ostalo,1587.0,0,1,False,Manuelni,Volkswagen,False,False,False,07/2024,6+R,False,False,False,False,False,False,258741.0,False,False,Golf,Dizel,False,False,2010,4/5
True,1.6,False,False,Ostalo,False,3833,False,Jednozonska,False,Euro 5,False,False,LED,Sva četiri,True,False,False,True,True,5,used,no_shipping,Crna,False,True,False,Karavan,False,True,False,False,True,True,True,False,Ostalo,False,True,True,Zimske,False,False,False,False,77.0,False,False,12400.0,Nema,Nazad,140.0,False,True,False,Ostalo,1450.0,0,1,False,Manuelni,Škoda,False,False,False,07/2024,6+R,True,False,True,True,False,True,264000.0,False,true,Octavia,Dizel,True,True,2012,4/5
True,2.0,False,True,Ostalo,False,557,False,Dvozonska,False,Euro 5,False,False,LED,Prednji,False,False,False,True,True,5,used,no_shipping,Bijela,False,True,False,Terenac,False,True,False,False,True,True,False,False,Ostalo,False,False,False,Ostalo,False,False,False,False,125.0,False,False,29300.0,Nema,Naprijed i nazad,140.0,False,False,False,Ostalo,84.0,0,1,False,Automatik,Audi,False,False,False,03/2025,6+R,False,False,False,True,False,True,265000.0,False,False,Q5,Dizel,False,True,2011,4/5
False,1.9,False,True,Platno,False,301,False,Jednozonska,True,Euro 4,True,True,LED,Prednji,True,False,False,True,True,5,used,no_shipping,Crna,True,True,False,Limuzina,True,True,True,True,True,True,False,False,DVD MP3 plus LCD display,True,True,True,Ljetne i Zimske,False,False,False,False,77.0,False,False,11600.0,Nema,Nazad,103.0,False,False,False,Električna blokada,1596.0,0,Prvi vlasnik,False,Manuelni,Volkswagen,False,False,True,03/2025,5+R,True,False,False,True,False,False,282225.0,False,false,Passat,Dizel,True,True,2007,4/5
False,1.1,False,False,Ostalo,False,205,False,Jednozonska,False,Euro 2,False,True,Halogena,Prednji,False,False,False,True,False,5,used,no_shipping,Zelena,True,False,False,Malo auto,False,False,False,False,False,False,False,False,CD,False,True,False,Ostalo,False,False,False,False,40.0,False,False,1850.0,Nema,Nema,140.0,False,False,False,Ostalo,458.0,0,1,False,Manuelni,Fiat,False,False,False,11/2024,5+R,True,False,False,False,False,False,136000.0,False,False,Punto,Benzin,False,False,1998,2/3
False,2.0,True,False,Ostalo,False,734,False,Dvozonska,False,Euro 5,False,False,Xenon,Zadnji,False,False,False,True,False,5,used,no_shipping,Crna,True,False,False,Limuzina,True,False,False,False,False,False,False,False,Ostalo,True,True,False,Ljetne,False,False,False,False,95.0,True,False,4999.0,Nema,Nazad,140.0,False,False,False,Ostalo,894.0,0,1,False,Manuelni,Mercedes-Benz,False,False,False,07/2024,6+R,False,False,False,True,False,True,270000.0,False,False,C 200,Benzin,False,False,2001,4/5
False,2.0,False,False,Ostalo,False,108,False,Jednozonska,False,Euro 5,False,False,LED,Prednji,False,False,False,True,False,5,used,no_shipping,Crna,False,False,False,Limuzina,False,False,False,False,False,False,False,False,Ostalo,False,False,False,Ostalo,False,False,False,False,110.0,False,False,17900.0,Nema,Nema,140.0,False,False,False,Ostalo,498.0,0,1,False,Automatik,Ford,False,False,False,07/2024,6+R,False,False,False,False,False,False,185785.0,False,False,Focus,Dizel,False,False,2017,4/5
False,2.2,True,False,Ostalo,False,180,False,Dvozonska,True,Euro 5,True,True,LED,Zadnji,True,False,False,True,True,5,used,no_shipping,Siva,True,True,True,Limuzina,False,True,True,True,True,True,True,False,Ostalo,True,True,True,Ljetne,False,False,False,False,100.0,True,False,20800.0,Nema,Nema,140.0,False,False,False,Ostalo,958.0,0,2,False,Manuelni,Mercedes-Benz,False,False,False,02/2025,6+R,True,False,False,True,False,True,450000.0,True,false,E 200,Dizel,True,True,2010,4/5
False,2.2,False,False,Ostalo,False,543,False,Dvozonska,False,Euro 5,False,False,LED,Zadnji,True,False,False,True,True,5,used,no_shipping,Crna,True,True,True,Karavan,False,True,False,False,True,True,True,False,Ostalo,True,True,True,Ljetne,False,False,False,False,105.0,False,False,4700.0,Nema,Nema,140.0,False,True,False,Ostalo,895.0,0,1,False,Manuelni,Mercedes-Benz,False,False,False,10/2024,6+R,True,False,True,True,False,True,348000.0,False,False,C 220,Dizel,True,True,2002,4/5
False,1.5,True,False,Koža i alkantara,False,346,False,Dvozonska,True,Euro 5,True,True,LED,Prednji,True,False,False,True,True,7,used,no_shipping,Bijela,True,True,False,Monovolumen,False,True,False,True,True,True,True,False,CD MP3,True,True,True,Ljetne,False,False,False,False,81.0,True,False,14000.0,Nema,Nazad,140.0,False,False,False,Ostalo,1343.0,0,1,False,Manuelni,Renault,False,False,True,07/2024,6+R,True,False,False,True,False,True,240000.0,True,true,Grand Scenic,Dizel,True,True,2013,4/5
True,2.0,True,True,Ostalo,False,5607,False,Jednozonska,True,Euro 5,True,False,Xenon,Prednji,True,False,False,True,True,5,used,no_shipping,Crna,True,True,False,Limuzina,False,True,True,True,True,True,True,False,Ostalo,True,False,True,Zimske,True,False,False,False,135.0,True,False,26000.0,Nema,Naprijed i nazad,140.0,False,True,False,Ostalo,133.0,0,1,False,Automatik,BMW,False,False,True,07/2024,8+R,True,False,True,True,False,True,282000.0,False,true,320,Dizel,True,True,2014,4/5
False,1.6,True,True,Platno,False,2329,False,Trozonska,True,Euro 6,True,True,Halogena,Prednji,True,False,False,True,True,5,used,no_shipping,Plava,True,True,True,Limuzina,True,True,True,True,True,True,True,True,DVD MP3 plus LCD display,True,True,True,Ljetne i Zimske,True,False,False,False,88.0,True,False,27800.0,Nema,Naprijed i nazad,140.0,False,False,True,Ostalo,1596.0,0,1,False,Manuelni,Volkswagen,True,False,True,10/2024,6+R,True,False,True,True,True,True,209000.0,False,true,Passat,Dizel,True,True,2016,4/5
False,1.2,False,False,Ostalo,False,322,False,Jednozonska,False,Euro 5,False,False,LED,Prednji,True,False,False,True,True,5,used,no_shipping,Crna,True,False,False,Limuzina,False,False,False,False,False,True,False,False,Ostalo,False,False,False,Ostalo,False,False,False,False,59.0,False,False,2700.0,Nema,Nema,70.0,False,False,False,Ostalo,467.0,0,1,False,Manuelni,Fiat,False,False,False,09/2024,6+R,False,False,False,False,False,False,251000.0,False,False,Stilo,Benzin,True,False,2003,2/3
False,1.6,False,False,Ostalo,False,197,False,Jednozonska,False,Euro 5,False,False,LED,Prednji,False,False,False,True,False,5,used,no_shipping,Crna,False,False,False,Limuzina,False,False,False,False,False,False,False,False,Ostalo,False,False,False,Ostalo,False,False,False,False,84.0,False,False,12600.0,Nema,Nema,140.0,False,False,False,Ostalo,310.0,0,1,False,Manuelni,Citroen,False,False,False,07/2024,6+R,False,False,False,False,False,False,219214.0,False,False,C4,Dizel,False,False,2013,4/5
True,2.0,True,False,Platno,False,611,False,Dvozonska,True,Euro 5,True,True,Halogena,Prednji,True,False,False,True,True,5,used,no_shipping,Crna,True,True,False,Malo auto,False,True,True,False,True,True,True,True,DVD MP3 plus LCD display,True,True,True,Ljetne,True,False,False,True,103.0,True,False,14700.0,Nema,Naprijed i nazad,140.0,False,False,False,Ostalo,74.0,0,Prvi vlasnik,False,Manuelni,Audi,False,False,False,10/2024,6+R,True,False,True,True,False,True,277000.0,True,true,A3,Dizel,True,True,2012,2/3
True,1.6,True,False,Platno,False,857,False,Dvozonska,False,Euro 5,True,True,Halogena,Prednji,True,False,False,True,True,5,used,no_shipping,Crna,True,True,False,Malo auto,True,True,True,True,True,True,True,True,DVD MP3 plus LCD display,True,True,True,Ljetne,False,False,False,False,77.0,False,False,13750.0,Prednja i zadnja,Naprijed i nazad,105.0,False,False,False,Električna blokada,1587.0,0,2,False,Manuelni,Volkswagen,False,False,True,07/2024,5+R,True,False,True,True,False,True,250000.0,True,true,Golf,Dizel,True,True,2011,4/5
False,2.0,True,False,Platno,False,2649,False,Dvozonska,True,Euro 5,True,True,LED,Prednji,True,False,False,True,True,5,used,no_shipping,Siva,True,True,True,Limuzina,False,False,True,True,False,True,True,False,CD MP3,True,False,True,Ljetne,False,False,False,False,103.0,True,False,13000.0,Nema,Nazad,140.0,False,False,False,Ostalo,1266.0,0,1,False,Manuelni,Peugeot,True,False,False,11/2024,6+R,True,False,False,True,True,True,247000.0,False,true,508,Dizel,True,True,2012,4/5
False,1.6,False,False,Ostalo,False,134,False,Jednozonska,False,Euro 5,False,False,LED,Prednji,False,False,False,True,False,5,used,no_shipping,Crna,False,False,False,Limuzina,False,False,False,False,False,False,False,False,Ostalo,False,False,False,Ostalo,False,False,False,False,77.0,False,False,10850.0,Nema,Nema,140.0,False,False,False,Ostalo,1596.0,0,1,False,Manuelni,Volkswagen,False,False,False,07/2024,6+R,False,False,False,False,False,False,223000.0,False,False,Passat,Dizel,False,False,2010,4/5
False,2.2,False,False,Ostalo,False,728,False,Jednozonska,False,Euro 5,True,False,LED,Prednji,True,False,False,True,False,5,used,no_shipping,Crna,False,False,False,Limuzina,False,False,True,False,False,False,True,False,Ostalo,False,False,True,Ostalo,False,False,False,False,110.0,False,False,11000.0,Nema,Nema,140.0,False,False,False,Ostalo,959.0,0,1,False,Automatik,Mercedes-Benz,False,False,False,07/2024,6+R,False,False,True,True,False,False,300001.0,False,False,E 220,Dizel,False,False,2005,4/5
True,1.9,True,False,Platno,False,1346,False,Dvozonska,True,Euro 4,True,False,Halogena,Prednji,True,False,False,True,True,5,used,no_shipping,Plava,True,True,False,Limuzina,False,True,False,True,True,True,True,False,Ostalo,True,True,True,Ljetne,False,False,False,False,96.0,False,False,6000.0,Nema,Nema,131.0,False,False,False,Blokada volana,1596.0,Nema,2,False,Automatik,Volkswagen,False,False,False,06/2024,5+R,True,False,True,True,False,True,520000.0,True,true,Passat,Dizel,True,True,2004,4/5
True,2.0,True,True,Koža,False,303,True,Dvozonska,True,Euro 5,True,True,LED,Sva četiri,True,True,False,True,True,5,used,no_shipping,Smeđa,False,True,True,Terenac,True,True,True,False,True,True,True,False,DVD MP3 plus LCD display,True,True,True,Ljetne,True,True,False,True,103.0,True,False,24450.0,Zadnja,Nema,140.0,False,False,False,Električna blokada,1620.0,0,1,False,Automatik,Volkswagen,True,False,True,07/2024,7+R,True,True,True,True,False,True,224157.0,True,true,Tiguan,Dizel,True,True,2012,4/5
False,1.9,False,False,Ostalo,False,1454,False,Jednozonska,False,Euro 5,False,False,LED,Prednji,False,False,False,True,False,5,used,no_shipping,Crna,True,False,False,Limuzina,False,False,False,False,False,False,False,False,Ostalo,False,True,False,Ostalo,False,False,False,False,88.0,False,False,2200.0,Nema,Nema,140.0,False,False,False,Ostalo,1346.0,0,1,False,Manuelni,Renault,False,False,False,07/2024,6+R,False,False,False,False,False,True,330000.0,False,False,Laguna,Dizel,False,False,2002,4/5
True,2.0,True,False,Koža,False,5783,False,Dvozonska,False,Euro 6,False,True,LED,Prednji,True,True,False,True,True,5,used,no_shipping,Bijela,True,True,False,Limuzina,True,True,True,False,True,True,False,True,Ostalo,True,True,True,Ljetne,True,False,False,False,132.0,True,False,28500.0,Zadnja,Naprijed i nazad,180.0,False,False,False,Ostalo,1256.0,0,1,False,Manuelni,Peugeot,False,False,True,07/2024,6+R,True,True,True,True,True,True,165000.0,False,False,308,Dizel,True,True,2015,4/5
False,1.6,True,False,Platno,False,399,False,Dvozonska,True,Euro 5,True,False,Halogena,Prednji,True,False,False,True,True,5,used,no_shipping,Crna,True,True,False,Limuzina,False,True,False,True,True,True,True,False,CD,True,True,True,Zimske,False,False,False,False,80.0,False,False,8900.0,Nema,Nema,1.6,False,False,False,Ostalo,312.0,0,3,False,Manuelni,Citroen,False,False,True,07/2024,5+R,True,False,False,True,False,False,280000.0,False,false,C5,Dizel,True,False,2010,4/5
True,1.6,True,False,Ostalo,False,148,False,Dvozonska,False,Euro 5,False,False,LED,Prednji,True,False,False,True,True,5,used,no_shipping,Crna,True,True,False,Limuzina,True,True,False,False,True,True,True,False,Ostalo,False,True,False,Ljetne i Zimske,True,False,False,False,77.0,False,False,17999.0,Nema,Nema,140.0,False,False,False,Ostalo,1587.0,0,1,True,Manuelni,Volkswagen,False,False,True,04/2025,5+R,True,False,True,True,False,True,270000.0,False,False,Golf,Dizel,True,False,2013,4/5
True,2.0,True,True,Platno,False,6199,False,Dvozonska,False,Euro 5,True,True,Halogena,Sva četiri,True,False,False,True,True,5,used,no_shipping,Crna,True,True,False,Limuzina,False,True,False,False,True,True,True,False,CD MP3,True,True,True,Zimske,True,False,False,False,135.0,True,False,24900.0,Nema,Naprijed i nazad,181.0,False,False,False,Ostalo,189.0,0,1,False,Automatik,BMW,False,False,True,07/2024,7+R,True,False,False,False,False,True,226000.0,False,true,X3,Dizel,True,True,2011,4/5
True,2.0,True,True,Ostalo,False,1999,False,Dvozonska,True,Euro 5,True,False,LED,Sva četiri,True,False,False,True,True,5,used,no_shipping,Crna,True,True,False,SUV,True,True,True,True,True,True,True,True,Ostalo,True,True,True,Ostalo,True,False,False,False,103.0,True,False,25450.0,Nema,Naprijed i nazad,140.0,False,False,True,Ostalo,1620.0,0,1,False,Automatik,Volkswagen,True,False,False,11/2024,6+R,True,False,True,True,True,True,333000.0,False,False,Tiguan,Dizel,True,True,2013,4/5
False,2.0,False,False,Ostalo,False,45,False,Jednozonska,False,Euro 5,False,False,LED,Prednji,False,False,False,True,False,5,used,no_shipping,Siva,True,False,False,Malo auto,False,False,False,False,False,False,False,False,Ostalo,False,True,False,Ostalo,False,False,False,False,2.0,False,False,3500.0,Nema,Nema,140.0,False,False,False,Ostalo,1213.0,0,1,False,Manuelni,Opel,False,False,False,11/2024,6+R,False,False,False,False,False,False,177.258,False,False,Astra,Dizel,False,False,2001,2/3
False,1.9,True,True,Platno,False,750,False,Dvozonska,True,Euro 4,True,False,Halogena,Prednji,True,False,False,True,True,5,used,no_shipping,Siva,True,True,True,Limuzina,False,True,True,False,True,True,True,False,CD MP3 plus pojačalo,False,True,True,Ostalo,False,False,False,False,77.0,False,False,8750.0,Nema,Nema,140.0,False,False,False,Električna+mehanička,1450.0,0,1,False,Manuelni,Škoda,False,False,True,06/2024,5+R,True,False,False,True,False,False,300.0,False,true,Octavia,Dizel,True,True,2008,4/5
True,2.0,True,False,Ostalo,False,10186,False,Dvozonska,True,Euro 5,True,True,LED,Prednji,True,False,False,True,True,4,used,no_shipping,Siva,True,True,True,Sportski/kupe,True,True,True,False,True,True,False,False,DVD MP3 plus LCD display,False,True,True,Ljetne i Zimske,True,False,False,False,103.0,True,False,14500.0,Nema,Naprijed i nazad,170.0,False,False,True,Ostalo,1597.0,Nema,1,False,Manuelni,Volkswagen,True,False,True,02/2025,6+R,True,False,True,True,True,True,228000.0,False,true,Passat CC,Dizel,True,True,2009,4/5
True,2.0,True,True,Ostalo,False,1439,False,Dvozonska,True,Euro 6,True,True,LED,Prednji,True,False,False,True,True,5,used,no_shipping,Bijela,False,True,False,Caddy,True,True,False,False,True,True,True,False,DVD MP3 plus LCD display,False,True,False,Ljetne,True,False,False,False,75.0,False,False,23900.0,Nema,Nema,105.0,False,False,False,Ostalo,1581.0,Nema,1,False,Manuelni,Volkswagen,False,False,True,07/2024,5+R,True,False,False,True,False,True,235000.0,False,true,Caddy,Dizel,True,True,2018,4/5
False,1.0,False,False,Ostalo,False,1645,False,Jednozonska,False,Euro 5,False,True,LED,Zadnji,True,False,False,True,True,2,used,no_shipping,Bijela,True,False,False,Ostalo,False,False,False,False,True,True,False,False,CD,False,True,False,Ostalo,False,False,False,False,45.0,False,False,9400.0,Nema,Nema,140.0,False,False,False,Ostalo,1459.0,0,1,False,Automatik,Smart,False,False,True,09/2024,6+R,True,False,False,False,False,True,111212.0,False,true,ForTwo,Benzin,True,True,2011,2/3
False,1.4,False,True,Ostalo,False,2095,False,Jednozonska,False,Euro 5,True,True,LED,Prednji,True,False,False,True,True,5,used,no_shipping,Plava,True,True,False,Malo auto,False,True,True,False,True,True,True,False,CD MP3,True,True,True,Zimske,False,False,False,False,67.0,False,False,8700.0,Nema,Nazad,140.0,False,False,False,Ostalo,1250.0,0,1,False,Manuelni,Peugeot,False,False,True,07/2024,5+R,True,False,False,False,False,False,145014.0,False,true,207,Benzin,True,True,2011,4/5
False,2.0,True,True,Ostalo,False,780,False,Jednozonska,False,Euro 5,False,False,LED,Sva četiri,True,False,False,True,True,5,used,no_shipping,Crna,True,False,True,Limuzina,False,False,False,False,True,True,True,False,Ostalo,False,True,True,Zimske,False,False,False,False,103.0,False,False,15300.0,Nema,Nema,140.0,False,True,False,Ostalo,1620.0,0,1,False,Manuelni,Volkswagen,False,False,False,09/2024,6+R,True,False,False,True,False,True,303000.0,False,False,Tiguan,Dizel,True,False,2009,4/5
True,1.6,True,True,Platno,False,427,False,Dvozonska,False,Euro 5,False,False,LED,Prednji,True,False,False,True,True,5,used,no_shipping,Crna,True,True,True,Limuzina,True,True,False,False,True,True,True,True,DVD MP3 plus LCD display,False,True,True,Ljetne i Zimske,False,False,False,False,77.0,True,False,10900.0,Nema,Naprijed i nazad,105.0,False,False,False,Ostalo,1587.0,0,1,False,Manuelni,Volkswagen,False,False,True,01/2025,5+R,True,False,True,False,False,True,270000.0,False,true,Golf,Dizel,True,True,2011,2/3
True,2.0,True,False,Koža,False,6770,False,Jednozonska,False,Euro 5,True,True,Halogena,Prednji,True,False,False,True,True,5,used,no_shipping,Crna,False,True,True,Karavan,True,True,True,True,True,True,True,False,Ostalo,True,True,True,Ljetne,False,False,False,False,103.0,False,False,13350.0,Nema,Nema,140.0,False,False,True,Ostalo,1454.0,0,1,False,Automatik,Škoda,False,False,True,07/2024,6+R,True,False,True,True,True,True,240000.0,False,true,Superb,Dizel,True,True,2010,4/5
False,2.5,False,False,Ostalo,False,792,False,Dvozonska,False,Euro 5,False,False,Halogena,Zadnji,False,False,False,True,False,5,used,no_shipping,Siva,True,False,False,Kombi,False,False,False,False,False,False,False,False,Ostalo,False,True,False,Ostalo,False,False,False,False,125.0,False,False,20000.0,Nema,Nema,140.0,False,False,False,Ostalo,579.0,0,1,False,Manuelni,Hyundai,False,False,False,01/2025,6+R,False,False,False,False,False,False,320000.0,False,False,H-1 Starex,Dizel,False,False,2011,4/5
False,2.3,False,False,Ostalo,False,1734,False,Jednozonska,False,Euro 5,False,False,LED,Prednji,False,False,False,True,False,5,used,no_shipping,Crna,False,False,False,Kombi,False,False,False,False,False,False,False,False,Ostalo,False,False,False,Ostalo,False,False,False,False,96.0,False,False,18500.0,Nema,Nema,140.0,False,False,False,Ostalo,1450.0,0,1,False,Manuelni,Škoda,False,False,False,07/2024,6+R,False,False,False,False,False,False,263841.0,False,False,Octavia,Dizel,False,False,2017,4/5
False,1.9,False,True,Platno,False,696,False,Jednozonska,False,Euro 5,False,True,LED,Prednji,False,False,False,True,True,5,used,no_shipping,Siva,True,True,False,Malo auto,False,False,False,False,True,True,False,False,CD,False,True,False,Zimske,False,False,False,False,47.0,False,False,7500.0,Nema,Nema,140.0,False,False,False,Ostalo,1599.0,0,4,False,Manuelni,Volkswagen,False,False,False,07/2024,5+R,True,False,False,False,False,True,235000.0,False,False,Polo,Dizel,True,True,2005,4/5
True,1.6,True,False,Ostalo,False,238,False,Jednozonska,True,Euro 5,True,True,Xenon,Prednji,True,False,False,True,True,5,used,no_shipping,Crna,False,True,True,Karavan,True,True,True,True,True,True,True,False,Ostalo,True,True,True,Ostalo,True,False,False,False,77.0,False,False,17000.0,Nema,Naprijed i nazad,105.0,False,True,False,Ostalo,1596.0,0,1,False,Manuelni,Volkswagen,False,False,True,07/2024,6+R,True,False,True,True,False,True,243000.0,False,true,Passat,Dizel,True,True,2012,4/5
True,2.0,True,True,Alkantara,False,1322,False,Dvozonska,True,Euro 6,True,True,LED,Prednji,True,False,False,True,True,5,used,no_shipping,Crna,False,True,True,Limuzina,True,True,False,True,True,True,True,False,DVD MP3 plus LCD display,True,True,True,Zimske,True,False,False,False,140.0,True,False,30500.0,Zadnja,Naprijed i nazad,140.0,False,False,True,Ostalo,1597.0,0,1,True,Automatik,Volkswagen,True,False,True,07/2024,6+R,True,False,True,True,True,True,180000.0,False,true,Passat CC,Dizel,True,True,2015,4/5
True,2.0,True,True,Alkantara,False,1542,True,Četverozonska,True,Euro 5,True,False,Xenon,Prednji,True,False,False,True,True,5,used,no_shipping,Siva,False,True,True,Karavan,True,True,True,True,True,True,True,True,Ostalo,True,True,True,Zimske,True,False,False,False,103.0,True,True,15900.0,Nema,Naprijed i nazad,140.0,False,False,False,Ostalo,1454.0,0,1,True,Automatik,Škoda,False,False,True,07/2024,6+R,True,False,True,True,True,True,251000.0,False,true,Superb,Dizel,True,True,2012,4/5
True,2.0,True,True,Koža,False,690,False,Dvozonska,True,Euro 5,True,True,Xenon,Sva četiri,True,False,False,True,True,5,used,no_shipping,Siva,False,True,False,Terenac,True,True,True,True,True,True,True,True,DVD MP3 plus LCD display,True,True,True,Ostalo,False,False,False,False,103.0,True,False,22900.0,Nema,Nema,140.0,False,False,False,Ostalo,1620.0,0,1,False,Automatik,Volkswagen,False,False,True,07/2024,6+R,True,False,True,True,True,True,219000.0,False,true,Tiguan,Dizel,True,True,2011,4/5
False,1.4,False,False,Ostalo,False,2268,False,Jednozonska,False,Euro 5,False,False,LED,Sva četiri,False,False,False,True,False,5,used,no_shipping,Siva,False,False,False,Limuzina,False,False,False,False,False,False,False,False,Ostalo,False,False,False,Ostalo,False,False,False,False,1.0,False,False,6800.0,Nema,Nema,140.0,False,False,False,Ostalo,1480.0,0,1,False,Manuelni,Subaru,False,False,False,07/2024,6+R,False,False,False,False,False,False,200000.0,False,False,Justy,Benzin,False,False,2005,4/5
True,2.0,True,True,Koža,False,951,False,Dvozonska,True,Euro 5,True,True,LED,Sva četiri,True,False,False,True,True,5,used,no_shipping,Crna,False,True,False,Karavan,True,True,True,True,True,True,True,True,DVD MP3 plus LCD display,True,True,True,Ostalo,True,False,False,True,105.0,True,False,20900.0,Nema,Naprijed i nazad,140.0,False,False,True,Ostalo,132.0,0,1,True,Manuelni,BMW,False,False,True,07/2024,6+R,True,False,True,True,True,True,219000.0,False,true,318,Dizel,True,True,2014,4/5
False,1.4,False,True,Platno,False,1983,False,Jednozonska,True,Euro 5,False,True,Xenon,Prednji,True,False,False,True,False,5,used,no_shipping,Bijela,False,True,False,Limuzina,False,False,False,True,True,True,True,False,CD MP3,True,True,False,Zimske,False,False,False,False,70.0,False,False,7900.0,Nema,Nema,140.0,False,False,False,Ostalo,1250.0,0,1,False,Manuelni,Peugeot,False,False,True,07/2024,5+R,True,False,False,True,False,True,187000.0,False,False,207,Benzin,True,True,2011,4/5
False,1.4,True,True,Platno,False,1606,False,Dvozonska,True,Euro 5,False,False,Xenon,Sva četiri,True,False,False,True,True,5,used,no_shipping,Smeđa,False,True,False,Limuzina,True,False,True,True,False,True,True,False,DVD MP3 plus LCD display,True,True,True,Zimske,False,False,False,False,103.0,True,False,15900.0,Nema,Nazad,140.0,False,False,False,Ostalo,1736.0,0,1,False,Manuelni,Opel,True,False,True,07/2024,6+R,True,False,True,True,True,True,223000.0,False,true,Mokka,Benzin,True,True,2013,4/5
True,2.0,True,True,Platno,False,1974,False,Dvozonska,True,Euro 6,True,True,Halogena,Sva četiri,True,False,False,True,True,5,used,no_shipping,Bijela,False,True,False,Karavan,True,True,True,True,False,True,True,True,DVD MP3 plus LCD display,True,True,True,Zimske,True,False,False,False,135.0,True,False,21500.0,Nema,Naprijed i nazad,190.0,False,True,True,Ostalo,1450.0,0,1,False,Automatik,Škoda,True,False,True,07/2024,6+R,True,False,True,True,True,True,224000.0,False,true,Octavia,Dizel,True,False,2016,4/5
True,1.6,True,True,Platno,False,35,False,Dvozonska,True,Euro 5,True,True,Halogena,Prednji,True,False,False,True,True,5,used,no_shipping,Siva,False,True,False,Limuzina,False,True,True,True,True,True,True,False,CD MP3,True,True,True,Zimske,False,False,False,False,77.0,False,False,10800.0,Nema,Naprijed i nazad,105.0,False,False,False,Blokada mjenjača,1430.0,0,1,False,Manuelni,Seat,False,False,True,07/2024,5+R,True,False,True,True,False,True,241335.0,False,False,Altea,Dizel,True,True,2011,4/5
False,2.0,True,True,Platno,False,1051,False,Dvozonska,True,Euro 5,True,True,LED,Prednji,True,False,False,True,True,5,used,no_shipping,Siva,False,True,False,Limuzina,True,False,True,True,True,True,True,True,DVD MP3 plus LCD display,True,True,True,Zimske,False,False,False,False,155.0,True,False,19500.0,Nema,Naprijed i nazad,140.0,False,False,True,Ostalo,1587.0,0,1,False,Automatik,Volkswagen,False,False,True,07/2024,6+R,True,False,False,True,True,True,253000.0,False,true,Golf,Benzin,True,True,2012,4/5
False,2.0,True,False,Koža i alkantara,False,1272,True,Dvozonska,True,Euro 5,True,True,LED,Prednji,True,False,False,True,True,5,used,no_shipping,Crna,True,True,True,Limuzina,True,False,True,True,False,True,True,True,DVD MP3 plus LCD display,True,True,True,Ljetne,False,False,False,False,155.0,True,False,18500.0,Nema,Naprijed i nazad,140.0,False,False,True,Ostalo,1587.0,0,1,True,Manuelni,Volkswagen,True,False,True,12/2024,6+R,True,False,True,True,True,True,271000.0,False,true,Golf,Benzin,True,True,2011,4/5
False,1.6,True,True,Platno,False,141,False,Dvozonska,True,Euro 5,True,True,LED,Sva četiri,True,False,False,True,True,5,used,no_shipping,Siva,False,True,True,Limuzina,True,True,True,True,True,True,True,True,DVD MP3 plus LCD display,True,True,False,Ostalo,True,False,False,False,77.0,True,False,19800.0,Zadnja,Nema,140.0,False,False,False,Ostalo,1587.0,0,1,False,Manuelni,Volkswagen,False,False,True,07/2024,6+R,True,False,True,True,True,True,240000.0,False,true,Golf,Dizel,True,True,2013,4/5
True,1.5,True,False,Platno,False,861,False,Jednozonska,True,Euro 4,False,False,LED,Prednji,True,False,False,True,True,5,used,no_shipping,Siva,True,True,False,Monovolumen,False,True,False,False,True,True,True,False,CD,True,True,True,Ljetne i Zimske,True,False,False,False,78.0,True,False,5900.0,Nema,Nema,106.0,False,False,False,Ostalo,1367.0,0,2,False,Manuelni,Renault,False,False,True,01/2025,6+R,True,False,False,False,False,False,245000.0,True,False,Scenic,Dizel,True,True,2008,4/5
